TXT DosyaNo;esasNo;kararNo
003422;2017-3975;2022-757
003423;2018-6824;2022-635
003424;2018-4935;2022-662
003425;2021-1627;2022-1094
003426;2018-4068;2022-653
003427;2020-7328;2022-1095
003428;2022-13;2022-777
003429;2021-2812;2022-624
003430;2016-11558;2022-1092
003431;2019-1505;2022-1069
003432;2021-18257;2022-725
003433;2020-3256;2022-646
003434;2020-3252;2022-644
003435;2019-4555;2022-619
003436;2019-3568;2022-602
003437;2021-2216;2022-2141
003438;2021-2215;2022-2140
003439;2021-8206;2022-2131
003440;2020-483;2022-1098
003441;2018-3694;2022-1099
003442;2018-772;2022-800
003443;2019-4445;2022-1108
003444;2019-3822;2022-1121
003445;2020-5713;2022-1087
003446;2020-5717;2022-1088
003447;2018-3358;2022-1112
003448;2018-1508;2022-1107
003449;2021-7075;2022-964
003450;2021-18256;2022-724
003451;2021-19080;2022-763
003452;2021-16881;2022-761
003453;2021-14611;2022-729
003454;2021-16333;2022-762
003455;2021-15836;2022-769
003456;2021-3493;2022-721
003457;2021-3454;2022-723
003458;2021-15984;2022-736
003459;2021-9814;2022-718
003460;2021-3535;2022-722
003461;2021-16086;2022-732
003462;2021-17847;2022-768
003463;2021-15566;2022-774
003464;2021-14660;2022-751
003465;2021-10414;2022-775
003466;2019-8168;2022-1063
003467;2018-7233;2022-1070
003468;2021-18883;2022-752
003469;2021-9843;2022-720
003470;2017-4201;2022-734
003471;2021-3488;2022-719
003472;2021-9865;2022-714
003473;2021-10369;2022-776
003474;2020-10822;2022-2097
003475;2020-5476;2022-2100
003476;2019-2381;2022-667
003477;2021-3668;2022-2138
003478;2018-6711;2022-2120
003479;2021-7290;2022-2122
003480;2020-4528;2022-660
003481;2020-950;2022-665
003482;2019-493;2022-668
003483;2019-821;2022-669
003484;2019-2522;2022-666
003485;2021-4814;2022-2124
003486;2020-10806;2022-2145
003487;2018-2841;2022-654
003488;2018-6068;2022-648
003489;2018-7007;2022-656
003490;2019-5327;2022-664
003491;2022-431;2022-661
003492;2018-587;2022-1116
003493;2021-7811;2022-1131
003494;2022-1010;2022-1132
003495;2020-1712;2022-1129
003496;2021-15128;2022-741
003497;2018-4362;2022-1115
003498;2018-159;2022-1113
003499;2020-1713;2022-1128
003500;2020-1042;2022-1130
003501;2020-1927;2022-1122
003502;2018-463;2022-1061
003503;2018-2394;2022-1059
003504;2021-4474;2022-2133
003505;2021-7288;2022-2128
003506;2021-4471;2022-2132
003507;2019-243;2022-540
003508;2019-338;2022-521
003509;2021-3329;2022-580
003510;2022-2247;2022-620
003511;2019-1798;2022-628
003512;2019-6071;2022-636
003513;2019-6203;2022-634
003514;2019-1795;2022-629
003515;2018-5793;2022-613
003516;2022-611;2022-640
003517;2022-2181;2022-635
003518;2022-601;2022-639
003519;2020-1047;2022-627
003520;2019-6196;2022-632
003521;2019-6047;2022-625
003522;2019-6087;2022-630
003523;2022-1858;2022-638
003524;2019-6072;2022-633
003525;2020-1055;2022-623
003526;2022-604;2022-637
003527;2019-6663;2022-629
003528;2019-2767;2022-621
003529;2018-1525;2022-624
003530;2018-2627;2022-622
003531;2019-6912;2022-597
003532;2019-5485;2022-596
003533;2022-585;2022-2007
003534;2019-7397;2022-598
003535;2020-1665;2022-594
003536;2019-2933;2022-612
003537;2020-5160;2022-599
003538;2018-395;2022-604
003539;2018-3027;2022-616
003540;2022-380;2022-606
003541;2018-4560;2022-619
003542;2018-2252;2022-991
003543;2017-4245;2022-651
003544;2019-2533;2022-626
003545;2019-2929;2022-621
003546;2019-2935;2022-617
003547;2018-9265;2022-2026
003548;2018-9461;2022-2030
003549;2019-2537;2022-625
003550;2019-2938;2022-627
003551;2021-10675;2022-1962
003552;2019-3458;2022-615
003553;2018-1917;2022-1963
003554;2018-3463;2022-2028
003555;2021-12687;2022-657
003556;2021-17425;2022-659
003557;2021-14596;2022-652
003558;2021-17984;2022-665
003559;2021-15259;2022-685
003560;2021-17892;2022-686
003561;2021-18893;2022-653
003562;2019-3457;2022-618
003563;2019-2936;2022-620
003564;2019-2934;2022-614
003565;2019-6437;2022-605
003566;2019-6220;2022-601
003567;2018-1115;2022-611
003568;2019-6666;2022-603
003569;2019-1796;2022-623
003570;2019-1997;2022-630
003571;2019-2932;2022-610
003572;2020-514;2022-1083
003573;2021-11717;2022-624
003574;2019-4753;2022-593
003575;2020-4454;2022-1073
003576;2020-713;2022-738
003577;2020-3907;2022-1086
003578;2018-2208;2022-983
003579;2018-1691;2022-973
003580;2018-3867;2022-984
003581;2021-10110;2022-691
003582;2022-41;2022-590
003583;2022-38;2022-589
003584;2016-3410;2022-591
003585;2017-1467;2022-579
003586;2022-196;2022-567
003587;2021-6937;2022-976
003588;2021-3266;2022-577
003589;2022-266;2022-575
003590;2016-2443;2022-594
003591;2021-3924;2022-600
003592;2019-7249;2022-581
003593;2019-3985;2022-577
003594;2020-2573;2022-582
003595;2016-4193;2022-578
003596;2019-4988;2022-595
003597;2020-1438;2022-579
003598;2019-2727;2022-576
003599;2021-1828;2022-583
003600;2020-1542;2022-578
003601;2021-3681;2022-602
003602;2022-676;2022-1085
003603;2022-1072;2022-1082
003604;2020-1857;2022-1084
003605;2020-7624;2022-1063
003606;2019-1180;2022-1072
003607;2018-1609;2022-736
003608;2020-4745;2022-1075
003609;2020-6121;2022-1080
003610;2020-822;2022-1081
003611;2021-5267;2022-1041
003612;2020-6305;2022-1074
003613;2022-1069;2022-1065
003614;2018-1201;2022-763
003615;2020-3014;2022-737
003616;2020-1602;2022-1076
003617;2020-3057;2022-1042
003618;2020-3673;2022-1071
003619;2022-1029;2022-1079
003620;2019-3954;2022-1078
003621;2021-10595;2022-680
003622;2021-333;2022-683
003623;2021-10914;2022-690
003624;2021-5932;2022-670
003625;2021-17684;2022-687
003626;2021-14593;2022-711
003627;2019-11008;2022-2056
003628;2019-14576;2022-2057
003629;2017-5974;2022-1029
003630;2017-6242;2022-1031
003631;2017-7136;2022-1033
003632;2021-9276;2022-2047
003633;2017-6192;2022-1030
003634;2017-6646;2022-1032
003635;2022-1075;2022-1057
003636;2021-5712;2022-1039
003637;2021-5711;2022-1036
003638;2020-3679;2022-1061
003639;2020-877;2022-1038
003640;2019-10060;2022-1037
003641;2020-3619;2022-1056
003642;2020-484;2022-1040
003643;2020-885;2022-1077
003644;2021-309;2022-671
003645;2020-3980;2022-489
003646;2018-66;2022-760
003647;2018-64;2022-762
003648;2019-85;2022-566
003649;2017-2602;2022-565
003650;2017-817;2022-1984
003651;2021-10093;2022-1989
003652;2020-8378;2022-2020
003653;2018-5736;2022-1978
003654;2021-2001;2022-557
003655;2019-6571;2022-599
003656;2019-6370;2022-601
003657;2020-1200;2022-610
003658;2019-6547;2022-603
003659;2020-1193;2022-608
003660;2018-1772;2022-633
003661;2018-1775;2022-637
003662;2020-1371;2022-619
003663;2021-664;2022-1923
003664;2021-10383;2022-1902
003665;2020-5343;2022-1896
003666;2018-3234;2022-1900
003667;2021-10294;2022-1858
003668;2020-511;2022-1862
003669;2021-4333;2022-1903
003670;2020-1188;2022-605
003671;2020-1372;2022-614
003672;2020-1394;2022-615
003673;2019-6564;2022-600
003674;2019-6569;2022-602
003675;2021-3815;2022-539
003676;2019-6376;2022-604
003677;2020-1201;2022-611
003678;2020-1186;2022-617
003679;2021-1195;2022-878
003680;2020-1182;2022-606
003681;2020-1197;2022-616
003682;2020-1194;2022-609
003683;2020-1221;2022-613
003684;2020-1921;2022-944
003685;2018-1407;2022-952
003686;2018-4443;2022-923
003687;2021-595;2022-562
003688;2016-436;2022-556
003689;2016-4978;2022-553
003690;2018-938;2022-627
003691;2019-3650;2022-629
003692;2018-2440;2022-630
003693;2018-1643;2022-628
003694;2018-1141;2022-951
003695;2019-717;2022-934
003696;2018-8769;2022-920
003697;2022-1125;2022-935
003698;2018-1419;2022-1892
003699;2021-10817;2022-1859
003700;2021-10292;2022-1857
003701;2021-10818;2022-1860
003702;2021-10823;2022-1861
003703;2021-10293;2022-1856
003704;2018-6539;2022-947
003705;2018-532;2022-622
003706;2018-892;2022-623
003707;2018-1342;2022-963
003708;2018-2016;2022-625
003709;2018-3139;2022-953
003710;2018-1343;2022-962
003711;2020-1779;2022-989
003712;2021-4687;2022-988
003713;2018-716;2022-1011
003714;2022-835;2022-986
003715;2020-415;2022-984
003716;2018-4961;2022-985
003717;2018-1941;2022-971
003718;2019-4620;2022-1005
003719;2022-1208;2022-1008
003720;2021-2987;2022-996
003721;2021-977;2022-987
003722;2022-1203;2022-1006
003723;2018-720;2022-1010
003724;2019-8411;2022-1014
003725;2019-7904;2022-1015
003726;2022-1080;2022-1022
003727;2018-1339;2022-1009
003728;2019-3111;2022-981
003729;2018-4518;2022-980
003730;2022-1204;2022-1007
003731;2018-4767;2022-977
003732;2018-4035;2022-970
003733;2018-2140;2022-975
003734;2018-4965;2022-979
003735;2019-206;2022-999
003736;2018-2121;2022-983
003737;2019-4792;2022-1000
003738;2019-5052;2022-997
003739;2019-3430;2022-978
003740;2019-5731;2022-582
003741;2019-5734;2022-585
003742;2019-3918;2022-565
003743;2019-5581;2022-583
003744;2021-9582;2022-587
003745;2021-3297;2022-487
003746;2021-7014;2022-804
003747;2019-3911;2022-560
003748;2021-7484;2022-794
003749;2021-7347;2022-792
003750;2021-7479;2022-793
003751;2019-5744;2022-579
003752;2019-3908;2022-559
003753;2019-6614;2022-561
003754;2019-6609;2022-558
003755;2018-1596;2022-614
003756;2020-2930;2022-946
003757;2021-2237;2022-502
003758;2019-3912;2022-564
003759;2019-3910;2022-563
003760;2022-1427;2022-566
003761;2021-739;2022-490
003762;2019-5735;2022-577
003763;2019-5743;2022-578
003764;2021-17712;2022-630
003765;2017-3767;2022-615
003766;2018-1551;2022-903
003767;2021-7346;2022-791
003768;2017-1304;2022-600
003769;2021-7354;2022-790
003770;2022-2051;2022-543
003771;2022-1400;2022-551
003772;2019-6926;2022-907
003773;2021-17429;2022-599
003774;2018-4181;2022-1746
003775;2018-2920;2022-1743
003776;2021-6355;2022-1841
003777;2019-12047;2022-1794
003778;2018-3393;2022-1745
003779;2019-6241;2022-948
003780;2019-4805;2022-949
003781;2019-1112;2022-1757
003782;2018-5454;2022-848
003783;2019-6643;2022-567
003784;2021-18482;2022-636
003785;2021-49;2022-605
003786;2018-586;2022-604
003787;2019-3419;2022-606
003788;2022-12;2022-625
003789;2021-16104;2022-624
003790;2021-8788;2022-1844
003791;2021-6663;2022-1842
003792;2021-7450;2022-952
003793;2021-14110;2022-619
003794;2021-18576;2022-634
003795;2021-18927;2022-649
003796;2021-18578;2022-650
003797;2021-16264;2022-613
003798;2021-18901;2022-646
003799;2021-18823;2022-641
003800;2021-18735;2022-639
003801;2021-17189;2022-648
003802;2019-4512;2022-959
003803;2018-4038;2022-958
003804;2019-6217;2022-963
003805;2021-8048;2022-951
003806;2018-732;2022-897
003807;2021-6925;2022-885
003808;2021-4156;2022-889
003809;2018-487;2022-898
003810;2021-4181;2022-886
003811;2019-6615;2022-576
003812;2019-5741;2022-586
003813;2019-3913;2022-572
003814;2019-6608;2022-569
003815;2019-6601;2022-570
003816;2021-15660;2022-581
003817;2021-17938;2022-609
003818;2021-16776;2022-605
003819;2019-6641;2022-562
003820;2019-6612;2022-573
003821;2019-6600;2022-557
003822;2019-6655;2022-575
003823;2019-6594;2022-574
003824;2019-6647;2022-580
003825;2017-2557;2022-616
003826;2021-18220;2022-608
003827;2021-16694;2022-607
003828;2021-14226;2022-610
003829;2021-17618;2022-592
003830;2021-2762;2022-580
003831;2021-16111;2022-585
003832;2021-17259;2022-588
003833;2020-1336;2022-939
003834;2021-17300;2022-589
003835;2021-3222;2022-944
003836;2021-17347;2022-590
003837;2021-18250;2022-593
003838;2021-17114;2022-584
003839;2021-16925;2022-611
003840;2021-17169;2022-612
003841;2021-16236;2022-587
003842;2021-17442;2022-591
003843;2021-16195;2022-586
003844;2019-6602;2022-568
003845;2019-6605;2022-571
003846;2018-3508;2022-884
003847;2018-652;2022-895
003848;2018-651;2022-894
003849;2018-488;2022-899
003850;2018-653;2022-893
003851;2018-2393;2022-962
003852;2021-5563;2022-942
003853;2019-3714;2022-910
003854;2018-4121;2022-879
003855;2018-4122;2022-880
003856;2019-3169;2022-851
003857;2020-5061;2022-950
003858;2021-775;2022-937
003859;2021-4000;2022-955
003860;2020-7247;2022-953
003861;2019-242;2022-512
003862;2016-4844;2022-535
003863;2019-3712;2022-513
003864;2019-632;2022-518
003865;2021-3201;2022-538
003866;2021-5107;2022-528
003867;2019-14042;2022-1850
003868;2019-12396;2022-1849
003869;2019-451;2022-511
003870;2019-2718;2022-510
003871;2021-2327;2022-529
003872;2019-6200;2022-802
003873;2021-6850;2022-807
003874;2017-3033;2022-813
003875;2018-2759;2022-815
003876;2022-187;2022-806
003877;2018-3809;2022-803
003878;2017-3102;2022-808
003879;2018-3159;2022-816
003880;2017-386;2022-814
003881;2021-7246;2022-829
003882;2021-16078;2022-627
003883;2021-18827;2022-635
003884;2021-18988;2022-629
003885;2019-7748;2022-956
003886;2021-8781;2022-1845
003887;2020-1711;2022-943
003888;2021-8766;2022-1843
003889;2020-1859;2022-938
003890;2020-1463;2022-941
003891;2018-2747;2022-1748
003892;2018-7818;2022-1835
003893;2020-804;2022-947
003894;2018-6635;2022-1831
003895;2021-3190;2022-623
003896;2021-9130;2022-852
003897;2019-1301;2022-906
003898;2017-2341;2022-603
003899;2016-32964;2022-542
003900;2019-6619;2022-581
003901;2019-5584;2022-584
003902;2016-1232;2022-935
003903;2019-5446;2022-526
003904;2021-5787;2022-722
003905;2021-3644;2022-484
003906;2021-2770;2022-482
003907;2021-9021;2022-492
003908;2021-2581;2022-481
003909;2021-9844;2022-484
003910;2021-14086;2022-512
003911;2021-3489;2022-486
003912;2021-9824;2022-488
003913;2021-2263;2022-480
003914;2021-188;2022-514
003915;2021-14536;2022-499
003916;2021-18905;2022-513
003917;2021-19216;2022-510
003918;2021-9809;2022-483
003919;2018-1066;2022-898
003920;2019-5200;2022-528
003921;2019-5476;2022-524
003922;2021-3034;2022-483
003923;2021-3816;2022-454
003924;2021-19223;2022-554
003925;2021-16614;2022-553
003926;2019-4940;2022-534
003927;2019-5069;2022-530
003928;2022-1105;2022-538
003929;2019-4244;2022-533
003930;2022-1962;2022-539
003931;2019-3926;2022-532
003932;2019-3920;2022-536
003933;2022-1757;2022-537
003934;2019-5075;2022-527
003935;2022-2081;2022-540
003936;2022-2252;2022-519
003937;2022-2163;2022-520
003938;2019-5468;2022-541
003939;2019-5478;2022-529
003940;2019-5475;2022-531
003941;2019-4423;2022-535
003942;2021-792;2022-511
003943;2019-5473;2022-525
003944;2018-5112;2022-1637
003945;2020-4360;2022-1693
003946;2017-2279;2022-1662
003947;2019-15325;2022-1683
003948;2019-13739;2022-1692
003949;2021-10376;2022-1713
003950;2018-7094;2022-1661
003951;2018-6307;2022-1729
003952;2019-5138;2022-901
003953;2020-809;2022-925
003954;2021-17244;2022-518
003955;2021-16835;2022-515
003956;2021-16838;2022-551
003957;2021-17026;2022-524
003958;2021-15278;2022-532
003959;2021-17216;2022-517
003960;2021-17222;2022-530
003961;2021-17975;2022-558
003962;2018-1804;2022-930
003963;2020-7755;2022-916
003964;2020-1046;2022-918
003965;2020-4705;2022-924
003966;2020-4701;2022-914
003967;2020-419;2022-907
003968;2019-974;2022-900
003969;2018-4601;2022-733
003970;2021-18609;2022-557
003971;2021-16225;2022-529
003972;2021-2580;2022-479
003973;2021-18315;2022-566
003974;2021-15735;2022-550
003975;2020-10698;2022-1630
003976;2021-16306;2022-531
003977;2020-1044;2022-1618
003978;2021-9823;2022-490
003979;2022-37;2022-485
003980;2021-3421;2022-493
003981;2022-358;2022-491
003982;2021-18622;2022-535
003983;2021-1725;2022-475
003984;2021-5415;2022-509
003985;2021-9892;2022-534
003986;2022-642;2022-931
003987;2018-4245;2022-838
003988;2022-394;2022-462
003989;2021-4703;2022-889
003990;2021-15001;2022-521
003991;2021-18503;2022-533
003992;2021-1372;2022-495
003993;2021-17395;2022-527
003994;2021-19161;2022-520
003995;2021-17316;2022-526
003996;2021-17223;2022-522
003997;2021-18209;2022-528
003998;2021-16549;2022-497
003999;2021-16693;2022-516
004000;2021-17156;2022-525
004001;2022-994;2022-928
004002;2021-10410;2022-536
004003;2021-3277;2022-538
004004;2021-16464;2022-540
004005;2021-3529;2022-539
004006;2021-5159;2022-735
004007;2021-14141;2022-537
004008;2018-7700;2022-819
004009;2018-4944;2022-818
004010;2021-18747;2022-564
004011;2021-18778;2022-569
004012;2021-17473;2022-519
004013;2021-15963;2022-552
004014;2021-16543;2022-567
004015;2021-17937;2022-555
004016;2021-18449;2022-565
004017;2021-17972;2022-561
004018;2021-14251;2022-562
004019;2021-16303;2022-568
004020;2022-83;2022-560
004021;2017-4098;2022-523
004022;2021-7984;2022-556
004023;2022-440;2022-497
004024;2021-5177;2022-499
004025;2022-441;2022-491
004026;2018-2991;2022-529
004027;2021-5176;2022-498
004028;2018-2996;2022-535
004029;2019-1318;2022-1628
004030;2019-1298;2022-1629
004031;2018-3726;2022-1638
004032;2018-9021;2022-1640
004033;2018-6946;2022-1659
004034;2021-16514;2022-543
004035;2021-8616;2022-542
004036;2021-7200;2022-728
004037;2019-11761;2022-723
004038;2017-513;2022-725
004039;2022-611;2022-745
004040;2021-5927;2022-727
004041;2017-3168;2022-726
004042;2018-13;2022-756
004043;2021-6855;2022-772
004044;2022-409;2022-754
004045;2022-833;2022-739
004046;2021-15954;2022-541
004047;2021-14537;2022-496
004048;2020-1732;2022-886
004049;2020-3523;2022-887
004050;2022-732;2022-915
004051;2019-9940;2022-885
004052;2021-2408;2022-888
004053;2020-943;2022-899
004054;2018-1220;2022-1660
004055;2019-13811;2022-1655
004056;2018-4453;2022-893
004057;2020-2529;2022-891
004058;2021-5828;2022-890
004059;2018-952;2022-897
004060;2019-22060;2022-1709
004061;2021-7290;2022-894
004062;2019-4195;2022-902
004063;2019-1424;2022-903
004064;2018-122;2022-895
004065;2020-2531;2022-892
004066;2022-995;2022-934
004067;2017-2281;2022-732
004068;2021-6193;2022-775
004069;2018-4300;2022-841
004070;2021-6103;2022-774
004071;2018-4229;2022-837
004072;2018-7984;2022-816
004073;2019-312;2022-513
004074;2018-2420;2022-932
004075;2021-616;2022-417
004076;2021-11204;2022-398
004077;2021-15277;2022-427
004078;2021-13734;2022-436
004079;2021-11778;2022-415
004080;2021-18906;2022-403
004081;2021-5901;2022-433
004082;2019-6093;2022-491
004083;2021-4478;2022-460
004084;2021-284;2022-406
